  872, 1930
 1668,  802
 1505, 1923
 1777,  977
  785, 1850
 2005, 1563
 1829,  821
  429,  147
 1519,  826
 1357, 1143
 1815, 1136
 1756,  430
 1534, 1930
 1781, 1273
  382, 1447
  667, 1479
  764, 1939
 1625,  638
  309,  227
  348, 1490
  166,  643
  625,  680
 1603,  122
  333,  373
  144,  472
 1435,   71
  370, 1292
 1226,  459
  850, 1369
 1051, 1276
  452, 1490
 1485, 1707
 1739,  232
 1902,  315
 1506,  197
  976,  229
 1009,  917
 1217, 1914
  155, 1721
  240, 1788
 1979, 1730
 1194,  319
  189, 1906
   28, 1860
 1713,  731
 1873, 1087
 1442, 1175
  792,  361
 1445, 1210
 1890, 1987
  590, 2041
 1400,  193
 1065,   59
 1796,  471
 1891, 1371
 1002,  447
 1220, 1666
  541,  548
 2030, 1424
  431, 1537
 1194, 1183
 1328,  829
 1865, 1432
  249, 1065
 1383, 1552
 1545, 1952
 1864, 1956
  495, 1082
 1997,   72
  622, 1330
 1844, 1611
  214, 1797
 1378,  154
 1780,  326
 1148, 1112
  957,  250
   31, 1083
  805, 1094
  431, 1933
  429, 1218
  810,  944
 2008,  561
  397, 1364
 1739, 1699
  941,  411
  394,   91
  350, 1343
  943,   24
  453, 1916
 1053, 1308
 1476, 1010
 1948, 1626
   72, 1970
 2012, 1545
 1514, 1912
  375, 1763
 1700,  970
 1045,  284
 1453,  258
 1490,  142
